Tank,sample-id,Experiment,Day,Year,ExpYear,sample_date,SampleEvent,treatment_cellsperml,observed_treatment_cellperml,Species,total_density,relative_inoculant_density_percent,TempC,Cond_mS.cm,Salinity_PSU,pH,Turbidity_FNU,DO_mg.L,TChlor_ug.L
12,D21MTP12Exp32022,3,21,2022,32022,10/10/2022,Week3,30,0,Chrysosphaerella sp.,8201.341345,0,17.577,199.2,0.09,8.13,3.62,9.12,8.35
12,D28MTP12Exp32022,3,28,2022,32022,10/17/2022,Week4,30,0,Chrysosphaerella sp.,5103.403889,0,17.475,216.6,0.1,8.09,0.94,9.23,19.46
13,D0MTP13Exp32022,3,0,2022,32022,9/19/2022,Day0,1,4.230996016,Chrysosphaerella sp.,1390.771176,0.304219421,17.484,188.3,0.09,7.68,7.36,9.28,5.69
13,D7MTP13Exp32022,3,7,2022,32022,9/26/2022,Week1,1,0,Chrysosphaerella sp.,21398.23602,0,18.261,191.8,0.09,8.13,7.62,9.26,67.21
13,D14MTP13Exp32022,3,14,2022,32022,10/3/2022,Week2,1,0,Chrysosphaerella sp.,5607.609874,0,18.321,196.5,0.09,8.22,2.57,9.07,5.81
13,D21MTP13Exp32022,3,21,2022,32022,10/10/2022,Week3,1,0,Chrysosphaerella sp.,5199.45408,0,17.739,206.9,0.1,8.11,2.32,9.08,10.16
13,D28MTP13Exp32022,3,28,2022,32022,10/17/2022,Week4,1,0,Chrysosphaerella sp.,4247.92,0,17.921,203.4,0.1,8.07,1.27,9.16,11.13
14,D0MTP14Exp32022,3,0,2022,32022,9/19/2022,Day0,100,87.04754098,Chrysosphaerella sp.,1174.772511,7.409735944,17.472,188.3,0.09,7.69,7.55,9.23,6.34
14,D7MTP14Exp32022,3,7,2022,32022,9/26/2022,Week1,100,4.52869936,Chrysosphaerella sp.,10208.20592,0.044363323,18.239,190,0.09,8,7.75,9.42,64.23
14,D14MTP14Exp32022,3,14,2022,32022,10/3/2022,Week2,100,4.557854077,Chrysosphaerella sp.,6777.529013,0.067249496,18.548,191.9,0.09,8.06,2.32,9.09,10.86
14,D21MTP14Exp32022,3,21,2022,32022,10/10/2022,Week3,100,0,Chrysosphaerella sp.,4685.473991,0,18.071,199.5,0.09,8.07,1.94,8.93,6.42
14,D28MTP14Exp32022,3,28,2022,32022,10/17/2022,Week4,100,0,Chrysosphaerella sp.,2998.531765,0,17.892,202.7,0.1,7.98,1.2,9.12,7.38
15,D0MTP15Exp32022,3,0,2022,32022,9/19/2022,Day0,30,35.39933333,Chrysosphaerella sp.,1520.025919,2.328863797,17.378,188.1,0.09,7.8,7.54,9.44,5.9
15,D7MTP15Exp32022,3,7,2022,32022,9/26/2022,Week1,30,0,Chrysosphaerella sp.,13656.5362,0,17.65,193.5,0.09,7.9,7.66,9.32,47.29
15,D14MTP15Exp32022,3,14,2022,32022,10/3/2022,Week2,30,0,Chrysosphaerella sp.,8453.018226,0,17.93,200.3,0.09,7.81,4.74,9.32,37.43
15,D21MTP15Exp32022,3,21,2022,32022,10/10/2022,Week3,30,0,Chrysosphaerella sp.,7820.034545,0,17.972,197.6,0.09,8.17,1.86,8.92,5.82
15,D28MTP15Exp32022,3,28,2022,32022,10/17/2022,Week4,30,0,Chrysosphaerella sp.,751.1565854,0,17.166,215.1,0.1,7.97,1.18,9.23,10.5
16,D0MTP16Exp32022,3,0,2022,32022,9/19/2022,Day0,1,8.63398374,Chrysosphaerella sp.,1041.911822,0.828667413,17.373,188.3,0.09,7.78,7.26,9.45,5.48
16,D7MTP16Exp32022,3,7,2022,32022,9/26/2022,Week1,1,0,Chrysosphaerella sp.,22248.03479,0,17.996,193.1,0.09,8.13,7.14,9.14,71.73
16,D14MTP16Exp32022,3,14,2022,32022,10/3/2022,Week2,1,4.273561368,Chrysosphaerella sp.,12587.89372,0.033949773,18.107,198.5,0.09,7.78,4.46,9.15,33.15
16,D21MTP16Exp32022,3,21,2022,32022,10/10/2022,Week3,1,0,Chrysosphaerella sp.,5156.939918,0,17.443,207.5,0.1,8.09,2.48,9.16,11.74
16,D28MTP16Exp32022,3,28,2022,32022,10/17/2022,Week4,1,0,Chrysosphaerella sp.,2367.232952,0,17.448,212.5,0.1,7.85,1.36,9.22,7.39
17,D0MTP17Exp32022,3,0,2022,32022,9/19/2022,Day0,10,17.37390593,Chrysosphaerella sp.,802.5954817,2.164715143,17.407,188.4,0.09,7.79,7.69,9.43,6.6
17,D7MTP17Exp32022,3,7,2022,32022,9/26/2022,Week1,10,0,Chrysosphaerella sp.,25880.84593,0,18.151,193,0.09,7.83,7.27,9.13,71.91
17,D14MTP17Exp32022,3,14,2022,32022,10/3/2022,Week2,10,0,Chrysosphaerella sp.,19461.20492,0,18.101,198.5,0.09,7.71,3.22,9.11,19.72
17,D21MTP17Exp32022,3,21,2022,32022,10/10/2022,Week3,10,0,Chrysosphaerella sp.,12685.68297,0,17.613,203.9,0.1,8.15,2.75,9.07,7.23
17,D28MTP17Exp32022,3,28,2022,32022,10/17/2022,Week4,10,0,Chrysosphaerella sp.,10488.69136,0,17.618,208,0.1,8.05,1.12,9.24,13.95
18,D0MTP18Exp32022,3,0,2022,32022,9/19/2022,Day0,0,0,Chrysosphaerella sp.,1204.440732,0,17.452,188.2,0.09,7.77,7.59,9.44,6.86
18,D7MTP18Exp32022,3,7,2022,32022,9/26/2022,Week1,0,0,Chrysosphaerella sp.,11426.9048,0,18.134,194,0.09,7.74,7.21,9.16,56.61
18,D14MTP18Exp32022,3,14,2022,32022,10/3/2022,Week2,0,0,Chrysosphaerella sp.,11619.31059,0,18.349,197.1,0.09,7.97,4,9.24,34.03
18,D21MTP18Exp32022,3,21,2022,32022,10/10/2022,Week3,0,0,Chrysosphaerella sp.,5737.335934,0,17.938,206.7,0.1,8.12,2.71,8.94,8.62
18,D28MTP18Exp32022,3,28,2022,32022,10/17/2022,Week4,0,0,Chrysosphaerella sp.,12342.85189,0,17.479,210.4,0.1,7.71,1.7,9.38,19.39
19,D0MTP19Exp32022,3,0,2022,32022,9/19/2022,Day0,30,35.1794617,Chrysosphaerella sp.,1256.401551,2.800017373,17.553,188.1,0.09,7.7,7.13,9.31,5.79
19,D7MTP19Exp32022,3,7,2022,32022,9/26/2022,Week1,30,0,Chrysosphaerella sp.,16408.46148,0,18.203,192.1,0.09,7.96,7.46,9.26,63.67
19,D14MTP19Exp32022,3,14,2022,32022,10/3/2022,Week2,30,0,Chrysosphaerella sp.,24343.145,0,18.351,197.7,0.09,7.79,3.31,9.15,11.23
19,D21MTP19Exp32022,3,21,2022,32022,10/10/2022,Week3,30,0,Chrysosphaerella sp.,6930.816842,0,17.688,203.2,0.1,8.16,3.17,9.05,10.02
19,D28MTP19Exp32022,3,28,2022,32022,10/17/2022,Week4,30,0,Chrysosphaerella sp.,4283.616807,0,17.269,210,0.1,8.02,2.15,9.37,15.78
20,D0MTP20Exp32022,3,0,2022,32022,9/19/2022,Day0,1,4.308235294,Chrysosphaerella sp.,1106.482697,0.389363097,17.526,188.2,0.09,7.4,7.44,9.39,6.01
20,D7MTP20Exp32022,3,7,2022,32022,9/26/2022,Week1,1,0,Chrysosphaerella sp.,19115.64,0,18.221,193.1,0.09,7.88,7.76,8.9,78.6
20,D14MTP20Exp32022,3,14,2022,32022,10/10/2022,Week2,1,0,Chrysosphaerella sp.,9200.888963,0,17.581,201.8,0.1,8.05,3.24,9.07,7.54
20,D21MTP20Exp32022,3,21,2022,32022,10/10/2022,Week3,1,0,Chrysosphaerella sp.,9722.226946,0,17.731,201.3,0.1,8.02,3.14,9.09,9.13
20,D28MTP20Exp32022,3,28,2022,32022,10/17/2022,Week4,1,0,Chrysosphaerella sp.,6760.519489,0,17.226,209.4,0.1,7.92,1.75,9.24,15.61
21,D0MTP21Exp32022,3,0,2022,32022,9/19/2022,Day0,30,13.00383673,Chrysosphaerella sp.,1425.327754,0.912340105,17.648,188.3,0.09,7.86,7.36,9.4,6.14
21,D7MTP21Exp32022,3,7,2022,32022,9/26/2022,Week1,30,4.290828283,Chrysosphaerella sp.,18569.59301,0.023106744,18.042,193.5,0.09,7.97,7.71,9.12,87.12
21,D14MTP21Exp32022,3,14,2022,32022,10/3/2022,Week2,30,4.256432866,Chrysosphaerella sp.,11133.1047,0.038232218,18.294,197.2,0.09,7.63,3.54,9.29,11.97
21,D21MTP21Exp32022,3,21,2022,32022,10/10/2022,Week3,30,0,Chrysosphaerella sp.,8719.886414,0,17.662,202,0.1,8.08,2.26,9.11,6.89
21,D28MTP21Exp32022,3,28,2022,32022,10/17/2022,Week4,30,0,Chrysosphaerella sp.,2412.81856,0,17.387,209.2,0.1,7.69,0.98,9.4,10.91
